query,paragraph,label
Does the event josh and his wife were having marital problems start after do ?, Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce.	,no
Does the event halie had to decide what to do with the cat ends before halie had to put the cat down ?," Halie adopted a foster cat. ""The cat was disturbed, having been abused in her previous homes."" Halie put her full effort into retraining her. The cat would not stop scratching and biting people. Halie had to put the cat down.	",yes
Does the event ernie bought himself a tennis racquet  ends before he went back to the park the next day ?," ""One day, Ernie went on a walk in the park."" Ernie walked by the tennis courts and saw two beautiful women playing. ""He had never played tennis before, but he decided to learn."" ""The next day he went to the park, and the ladies were there again."" ""They invited him to join them, and eventually one became his wife.""	",yes
Does the event clayton's roommate dumped the house centipede's dead body. ends before he saw one scuttling around on his floor ?," Clayton was deathly afraid of house centipedes. One day he saw one scuttling around on his floor. ""Terrified, he called over his roommate to kill it for him."" ""She walked in, unafraid, and swiftly smashed the bug with a book."" Clayton was grateful and actually kind of impressed.	",no
Does the event students bought raffle tickets ends after she sold 85 tickets at a quarter a piece. ?," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""	",yes
Does the event cammie put clothes in the dryer start after cammie found the $50 bill ?," Cammie lost a $50 bill somewhere. ""She was so upset, she almost cried."" ""Then, the next day, doing laundry, she found it!"" ""It was wet, wrinkled, and clean in the washer!"" Cammie was elated!	",yes
Does the event susie was carrying a purse start before she was trying to get home. ?, Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home.	,yes
Does the event the guy who saved my car is alive start before we decide to fish together and pool our knowledge ?," The guy who saved my car had acted quickly. We decided to fish together and pool our knowledge. The fish like to hang out in a weedy area of the lake. He used one side and I got the other. ""Between use, we caught 40 bluegill.""	",yes
Does the event jay carried the camera around with him. start before he start loving photography ?, Jay's sister had a camera. She just left it around and did not use it. Jay decided to take it for himself. He started taking photos everywhere he goes. He started loving photography.	,yes
Does the event the three boys and the girls were of similar age. ends after they want to hang out together for a little while ?, The girls went to the shopping mall. They wanted to hang out together for a little while. Three boys approached the girls and started talking to them. They all ended up getting lunch together in the food court. Afterwards everyone walked the mall together.	,yes
Does the event charles parked at the plasma center ends after he pass in the clinic ?," Charles needed money and payday was a week away. He drove to a local clinic and applied to donate plasma. ""After donating plasma, Charles felt weak."" He passed out in the clinic. ""When he woke up, nurses were in his face and he asked for his check.""	",no
Does the event jackson filled a baloon with water ends after was having a water balloon fight with his little brother. ?," Jackson was at the lake with his family. He was having a water balloon fight with his little brother. He noticed his brother was distracted. ""Then, he threw the balloon right at his face."" ""His brother began to cry, and Jackson got into trouble.""	",no
Does the event dean's principal was angry. ends after dean decide he was going to prank his principle ?, Dean decided he was going to prank his principle. He took a carton of eggs from his fridge and headed out. He arrived at his principal's house a little after midnight. After throwing two eggs his principle came outside. He was forced to clean up the mess and serve detention for a month.	,yes
Does the event megan complained about eating vegetables. ends before she tell megan there would still be vegetables to eat ?," On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!	",no
Does the event ed will keep playing cards ends after they groan to see that he had already mastered the poker face ?, Ed was learning to play poker. His friends had thrown all their cards in. Wd looked so glum that they felt sure to win. But then Ed threw down his cards: full house! They groaned to see that he had already mastered the poker face.	,yes
Does the event ron put on a baseball glove ends before he made the team ?, Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!	,yes
Does the event kay was looking forward to the seminar ends after kay attend a self empowerment seminar ?," Kay was attending a self empowerment seminar. She was excited as the first presenter was her favorite author. ""She sat through the opening session, rapt with attention."" ""By the end of the day, her head was full of great ideas."" She went back to her hotel room to rest for the next day's conference.	",no
